condenser_temp,evaporator_temp,compressor_current,evaporator_pressure,condenser_pressure,refrigerant_flow,fault_type,fault_name
33.74540118847362,9.75357153204958,17.85595153449124,359.86584841970364,831.2037280884873,4.623978081344811,0,Normal
30.580836121681994,9.330880728874675,16.80892009394567,370.8072577796046,804.1168988591605,7.879639408647977,0,Normal
38.324426408004214,6.061695553391381,13.454599737656805,318.3404509853434,860.8484485919075,6.099025726528952,0,Normal
34.31945018642116,6.456145700990209,16.894823157779037,313.9493860652042,858.4289297070436,5.465447373174767,0,Normal
34.56069984217036,8.925879806965067,13.597390257266877,351.4234438413612,918.4829137724084,4.185801650879991,0,Normal
36.07544851901439,5.8526206184364575,12.520412743882236,394.88855372533334,993.1264066149118,7.233589392465845,0,Normal
33.046137691733705,5.48836057003192,17.473864212097254,344.01524937396016,824.4076469689558,5.980707640445081,0,Normal
30.343885211152184,9.546602010393912,14.070239852800135,366.2522284353982,862.3422152178822,6.080272084711243,0,Normal
35.467102793432794,5.924272277627635,19.75667702211647,377.51328233611144,987.8997883128378,7.579309401710596,0,Normal
35.978999788110855,9.609371175115584,12.707940016415357,319.59828624191454,809.0454577821076,5.301321323053058,0,Normal
33.88677289689482,6.356745158869479,18.629900073215435,335.6753326693589,856.1869019374761,6.170784332632994,0,Normal
31.409242249747628,9.010984903770199,12.596405149438166,398.68869366005174,954.4489538593315,4.79486272613669,0,Normal
30.055221171236024,9.07730714227417,17.65485875078094,372.90071680409875,954.2540693371891,4.296178606936362,0,Normal
33.584657285442724,5.579345297625649,18.90482740700475,362.3298126827558,866.1796049705298,4.254233401144095,0,Normal
33.109823217156624,6.625916610133736,17.83684942670451,363.7557471355213,977.4425485152653,5.888859700647798,0,Normal
31.195942459383016,8.566223936114975,18.08628038893518,356.1277197569496,954.1934359909122,5.975182385457563,0,Normal
35.22732829381994,7.137705091792748,12.20335301395276,310.78914269933045,806.2858371373469,6.545641645055122,0,Normal
33.143559810763264,7.542853455823514,19.260531791408745,324.9292229148875,882.0765846071259,7.022204554172195,0,Normal
32.28798165491622,5.384899549143965,14.318011623310145,316.12212872540044,985.9395304685146,7.232481518257668,0,Normal
36.33403756510423,9.357302950938589,18.429376615192915,318.6570058886036,978.5117996979956,6.157368967662602,0,Normal
38.07440155164063,9.480456499617466,14.544027799774911,311.0051924527677,845.5870325083883,5.708431154505025,0,Normal
38.18014765922493,9.303652916281717,12.055617044249527,351.0747302577566,883.4822006297558,4.888431241882921,0,Normal
31.19865367333683,6.68807585701814,19.543277631300153,332.3202932020755,903.7581243486732,6.812075835580711,0,Normal
33.63629602379294,9.858910413604804,19.69957835953689,325.1782295825364,899.4497011784771,5.203513239267078,0,Normal
32.848404943774675,5.184434736772664,16.876514671839175,350.26790232288613,810.2957502499979,5.114585856946446,0,Normal
39.08265885966654,6.197809453334862,13.159158976729785,348.9452760277563,997.1300908221201,4.968221086046002,0,Normal
36.72135547405878,8.808098076643589,13.901100351939197,372.82163486118594,873.5566265438506,6.5292233223743175,0,Normal
36.335297107608945,7.678873420373792,12.722318160435266,383.5302495589238,864.1560129943472,4.746074041599417,0,Normal
30.40775141554764,7.954464715941209,17.42051489473826,301.6587828927856,902.4186116598562,4.905983100791752,0,Normal
36.4517279040945,5.871832145024957,17.52750190481973,338.6735346300537,987.3459977473469,4.550083776583973,0,Normal
33.41066351050259,5.567367606202946,19.397548946228504,387.7339353380981,851.5883255430311,6.639936184136716,0,Normal
38.17222200201216,7.776004057997312,16.23720462684805,324.18522909004514,818.6205535611798,7.5888630318133075,0,Normal
39.004180571633306,8.16550728636634,14.712238328389606,334.9209574612661,945.1911357740479,7.588441039810308,0,Normal
38.87086424265117,8.899377729288119,17.1362531692343,308.4139964995049,832.3257428189228,7.5942167541083165,0,Normal
36.064290596595896,5.045985258083149,12.811772342928258,366.3501769108056,801.0123167692437,4.643232205669994,0,Normal
35.48733789366586,8.459475988463467,17.215690076020806,322.42693094605596,942.4358442695072,4.9489963499872,0,Normal
33.25399698159268,8.73245702559012,17.19706319237772,384.9223410494178,931.5225784600686,6.2732344133418865,0,Normal
30.936747678280923,6.838579015297167,14.121618941453804,324.39896433790835,994.6021109504891,5.572390898667042,0,Normal
38.92046555177113,8.155693129986314,18.358490428333187,350.26370931051923,915.3807769252718,5.970070775275456,0,Normal
31.952429877980446,8.612260576307527,14.246178899526846,302.4315966431454,929.0944591814335,4.708442717628196,0,Normal
39.40458584352914,9.769642885012937,19.318915121763588,337.0158700255444,803.0913233057735,7.713274250350901,0,Normal
